Index,Name,Price,Original Price,Description,Rating,type
1915,ozrik White Earphone Wired Headset,299,799,"White, In the Ear",3.4,bluethoothheadset
1916,Mivi DuoPods F40 with 50 H Playtime I13mm Drive|Mad...,1199,2999,"Blue, True Wireless",3.8,bluethoothheadset
1917,Clownfish S_S True HIFI Wireless Bluetooth Mini Sport T...,699,1999,"Multicolor, True Wireless",0,bluethoothheadset
1918,Tunez Elements E10 Bluetooth Earbuds with 24 Hou Play...,999,3999,"Peach, True Wireless",3,bluethoothheadset
1919,inpods Earbuds Pro Wireless TWS 5.1 Bluetooth Twins Wit...,1799,4999,"White, True Wireless",3.2,bluethoothheadset
1920,"DEFY Gravity Turbo with Low Latency for Gaming, 30 Hour...",999,2799,"Invincible Black, In the Ear",4,bluethoothheadset
1921,ZEBRONICS Zeb Sound Bomb 6 BLUE Bluetooth Headset,1349,2999,"Blue, True Wireless",0,bluethoothheadset
1922,BeastBass Bx_L 21_01 Bluetooth Headset,599,1999,"Black, True Wireless",0,bluethoothheadset
1923,Skullcandy Indy Evo True Bluetooth Headset,5849,12999,"Grey, True Wireless",3.7,bluethoothheadset
1924,Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,1199,5999,"Black, True Wireless",3.7,bluethoothheadset
1925,"MOBOAXE EAR-DOPES PRO WITH HIGH BASE SOUND , TRUE WIREL...",540,1349,"Blue, True Wireless",0,bluethoothheadset
1926,ping mobile accessories Ping Mobile Earphone Wired Head...,179,599,"Blue, In the Ear",3.6,bluethoothheadset
1927,Zaap Z023 Bluetooth Headset,474,2000,"Black, In the Ear",3.7,bluethoothheadset
1928,Boult Audio Airbass Truebuds Bluetooth Headset,1099,7999,"Grey, True Wireless",3.7,bluethoothheadset
1929,HUG PUPPY Inpods Earbuds Pro Wireless TWS Bluetooth Hea...,465,999,"White, True Wireless",4.3,bluethoothheadset
1930,Tecno J2 Wired Headset,269,599,"Black, In the Ear",3.8,bluethoothheadset
1931,THE MOBILE POINT SL-BT78 Best Quality Single Ear Wirele...,760,1999,"Black, True Wireless",4.8,bluethoothheadset
1932,Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime...,1299,4999,"White, True Wireless",3.9,bluethoothheadset
1933,Portronics Conch 50 Wired Headset,260,499,"Violet, In the Ear",3.7,bluethoothheadset
1934,ARHUB A1 bluetooth o for Viv_o/Hono_r/Sam_sung/IOS/Op_p...,349,699,"Red, In the Ear",3.4,bluethoothheadset
1935,Avlokan dual earphone with support handfree noise cance...,369,1299,"White, True Wireless",3.5,bluethoothheadset
1936,"DEFY Gravity Turbo with Low Latency for Gaming, 30 Hour...",999,2799,"Tranquil White, In the Ear",4,bluethoothheadset
1937,Wings Nitro Bluetooth Headset,1999,5999,"Black, True Wireless",3.8,bluethoothheadset
1938,"Mozu Audiology 100, L Shape Jack, Volume Controller, Bu...",349,399,"Arctic Blue, In the Ear",4.1,bluethoothheadset
1939,Tecno P1 Wired Headset,206,449,"Black, Red, In the Ear",3.8,bluethoothheadset
1940,Boult Audio Airbass Truebuds Bluetooth Headset,1099,7999,"Red, True Wireless",3.7,bluethoothheadset
1941,RPMSD True Wireless ProBuds Headphone Earphone With Cha...,1025,2995,"Black, Blue, True Wireless",3.5,bluethoothheadset
1942,MI-STS TWS T18 Air Smart Indicator Stylish Wireless Ear...,899,1499,"Black, True Wireless",3.2,bluethoothheadset
1943,deamflum Earbuds T-37 Upto 48 Hou Playback Battery Bl...,899,2999,"Black, True Wireless",3.7,bluethoothheadset
1944,HOPPUP GRAND With Power Bank Function & Upto 75 Hou P...,599,2999,"Black, True Wireless",3.8,bluethoothheadset
1945,ZEBRONICS sound bomb s4 Bluetooth Headset,1395,3999,"Black, In the Ear",4.2,bluethoothheadset
1946,TECHSTONE NEW Buds Auto-Connect and Portable Charging c...,499,2999,"Blue, True Wireless",0,bluethoothheadset
1947,Tunez Elements E10 Bluetooth Earbuds with 24 Hou Play...,999,3999,"Dark Blue, True Wireless",0,bluethoothheadset
1948,"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",1499,5499,"Black, True Wireless",4,bluethoothheadset
1949,Bhanu Bluetooth Earphones I12 TWS with in Built Mic Wir...,425,1999,"White, True Wireless",3.4,bluethoothheadset
1950,"Bonemarrow RebellionM10 ExtraBass,LowLatency,180H.Bac...",699,1999,"Black, True Wireless",0,bluethoothheadset
1951,Hexes MICROPOD X9 Bluetooth Headset,249,999,"Black, In the Ear",0,bluethoothheadset
1952,U&i My Dots Series True Wireless Earbuds with 20 Hou ...,649,2999,"Black, True Wireless",3.6,bluethoothheadset
1953,Earboss XG-8 Earbuds/ipod/ buds 5.0 Bluetooth Headset,599,2999,"Black, True Wireless",3.3,bluethoothheadset
1954,Portronics Conch 50 Wired Headset,242,499,"Black, In the Ear",3.7,bluethoothheadset
1955,Avlokan Genuine i7 Bluetooth Headset,399,1299,"White, True Wireless",3.5,bluethoothheadset
1956,Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,1199,5999,"Blue, True Wireless",3.7,bluethoothheadset
1957,fiado phantom Gaming Tws extra bass low latency dual mo...,997,7999,"Black, True Wireless",3.4,bluethoothheadset
1958,Hitage Super Bass Perfect Sounftrack Pack of 2 Wired He...,179,599,"Black, White, In the Ear",3.8,bluethoothheadset
1959,KENCLASSIC 122_Trully Wireless Earphones Bluetooth Head...,458,1599,"White, True Wireless",0,bluethoothheadset
1960,Mivi DuoPods F40 with 50 H Playtime I13mm Drive|Mad...,1199,2999,"Blue, True Wireless",3.8,bluethoothheadset
1961,"Portronics Harmonics Twins 33, POR-1175 Bluetooth Heads...",2279,3499,"White, True Wireless",3.8,bluethoothheadset
1962,Synom Air-buds i12 earbuds compatible all iOs and Andro...,640,1999,"What, True Wireless",0,bluethoothheadset
1963,IKART A1 bluetooth o for Viv_o/Hono_r/Sam_sung/IOS/Op_p...,236,599,"Black, In the Ear",3.3,bluethoothheadset
1964,Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,1199,5999,"Black, True Wireless",3.7,bluethoothheadset
1965,PTron Bassbuds Duo Bluetooth Headset,1139,2599,"White, True Wireless",3.5,bluethoothheadset
1966,Oxhox Meta Cube Real Buds True Wireless Bluetooth Heads...,399,1299,"Off White, True Wireless",3.6,bluethoothheadset
1967,RD RD001WS4000 Bluetooth Headset,1599,1699,"White, True Wireless",3.5,bluethoothheadset
1968,Boult Audio Airbass Truebuds Bluetooth Headset,1099,7999,"Grey, True Wireless",3.7,bluethoothheadset
1969,CatBull Sports Bluetooth Magnet Headset with Mic Blueto...,198,499,"Black, On the Ear",3.4,bluethoothheadset
1970,FD1 F9 TWS 5.0 Bluetooth 9D Stereo Earphone Wireless Ea...,949,1499,"Black, True Wireless",0,bluethoothheadset
1971,flix (Beetel) Tone 210 Wired Headset,265,544,"Black, In the Ear",3.8,bluethoothheadset
1972,Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime...,1299,4999,"White, True Wireless",3.9,bluethoothheadset
1973,SHOUT True Wireless Earbuds Passive Noise Cancellation ...,999,4999,"White, True Wireless",4.1,bluethoothheadset
1974,Aroma NB132 Construct 48 Hou PlayTime True Wireless E...,1019,3499,"Black, True Wireless",0,bluethoothheadset
1975,TECHFIRE Moonwalk Mini in Ear True Wireless Bluetooth E...,664,2999,"Black, True Wireless",3.7,bluethoothheadset
1976,"DEFY Gravity Turbo with Low Latency for Gaming, 30 Hour...",999,2799,"Tranquil White, In the Ear",4,bluethoothheadset
1977,HRX X-Drops 580G Bluetooth Headset,1799,2299,"Green, Black, In the Ear",3.9,bluethoothheadset
1978,ISYSGO Mini Power Bank Earbuds LED Display Flashlight W...,1450,2497,"Black, In the Ear",4.7,bluethoothheadset
1979,COECA Sonique Earphone Bluetooth Headset,3090,4999,"Black, True Wireless",0,bluethoothheadset
1980,Boult Audio Airbass Truebuds Bluetooth Headset,1099,7999,"Red, True Wireless",3.7,bluethoothheadset
1981,DIGIBUDS T-37 TWS with Charging Case Power-full Stereo ...,899,2499,"Black, True Wireless",0,bluethoothheadset
1982,iTeerth In ear wired earphone with mic (Black) Wired He...,263,1099,"Black, In the Ear",3.5,bluethoothheadset
1983,NEFI TWS T8 Bluetooth 5.0 True Wireless Headphones Wate...,1091,6550,"Black, In the Ear",3.9,bluethoothheadset
1984,HOPPUP GRAND With Power Bank Function & Upto 75 Hou P...,599,2999,"Black, True Wireless",3.8,bluethoothheadset
1985,ZEBRONICS Zb-Buds C2 Wired Headset,399,699,"Black, In the Ear",3.6,bluethoothheadset
1986,RPMSD True Wireless ProBuds Headphone Earphone With Cha...,1025,2995,"White, Green, True Wireless",3.5,bluethoothheadset
1987,"GOVO GOBUDS621, 20H Battery, IPX4, Rich Sound, Touch ...",1199,4499,"Platinum Black, True Wireless",3.5,bluethoothheadset
1988,U&i My Dots Series True Wireless Earbuds with 20 Hou ...,649,2999,"Black, True Wireless",3.6,bluethoothheadset
1989,Lenovo HF130 Wired Headset,382,999,"Black, In the Ear",3.9,bluethoothheadset
1990,TecSox Bullet Wireless Earbuds| IPX Truly Wireless |25h...,699,2999,"Black, True Wireless",4.1,bluethoothheadset
1991,"AXYRO Magnetic, i7- k1 Combo Pack Of 03 Bluetooth Heads...",399,999,"Black, White, In the Ear",3.1,bluethoothheadset
1992,Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,1199,5999,"Blue, True Wireless",3.7,bluethoothheadset
1993,ping mobile accessories Ping Mobile Earphone Wired Head...,179,599,"Blue, In the Ear",3.6,bluethoothheadset
1994,Cocu tws with upto 20 Hou Playback 10mm Drive and B...,674,2999,"White, True Wireless",2.4,bluethoothheadset
1995,ZEBRONICS Zeb-Buds C2 Wired Headset,599,699,"Red, In the Ear",3.6,bluethoothheadset
1996,Mivi DuoPods F40 with 50 H Playtime I13mm Drive|Mad...,1199,2999,"Blue, True Wireless",3.8,bluethoothheadset
1997,Hey for FIER MAGNET BLACK-K1BW-I7 Pack of 4 Bluetooth H...,432,1299,"Black, White, In the Ear",4.8,bluethoothheadset
1998,truke Fit Pro Power Bluetooth Headset,799,3999,"Black, True Wireless",3.7,bluethoothheadset
1999,Zenno india KHG-I7BT-16 Bluetooth Headset,216,799,"White, True Wireless",3.6,bluethoothheadset
2000,"DEFY Gravity Turbo with Low Latency for Gaming, 30 Hour...",999,2799,"Invincible Black, In the Ear",4,bluethoothheadset
2002,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thi...,"35,990","57,990",AMD Ryzen 5 Quad Core Processor,4.3,laptop
2003,ASUS Vivobook 15 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-EJ312WS Thin and Light La...,"27,990","43,990",Intel Core i3 Processor (10th Gen),4.6,laptop
2004,MSI Modern 14 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 B5M-242IN Thin and...,"39,990","61,990",AMD Ryzen 5 Hexa Core Processor,4.4,laptop
2005,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"45,028","68,490",AMD Ryzen 5 Hexa Core Processor,4.3,laptop
2006,HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Laptop,"58,499","72,331",Intel Core i5 Processor (12th Gen),0,laptop
2007,acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"49,990","89,999",Free upgrade to Windows 11 when available,4.5,laptop
2008,MSI Bravo 15 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 55...,"49,990","72,990",AMD Ryzen 5 Hexa Core Processor,4.5,laptop
2009,ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA-BQ722WS La...,"46,990","74,990",AMD Ryzen 7 Quad Core Processor,4.4,laptop
2010,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"29,990","51,990",Intel Core i3 Processor (11th Gen),4.2,laptop
2011,ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"95,990","1,15,990",AMD Ryzen 7 Octa Core Processor,4.8,laptop
2012,DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,"31,990","46,263",AMD Athlon Dual Core Processor,4.2,laptop
2013,ASUS Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X712EA-AU511WS Laptop,"53,990","85,990",Intel Core i5 Processor (11th Gen),4.3,laptop
2014,HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 165...,"58,990","63,539",AMD Ryzen 5 Hexa Core Processor,4.5,laptop
2015,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"32,999","54,999",Intel Core i3 Processor (11th Gen),4.4,laptop
2016,ASUS Zenbook 13 Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG722WS Thin a...,"79,990","1,16,990",Intel Core i7 Processor (11th Gen),5,laptop
2017,Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"36,490","61,490",Intel Core i3 Processor (10th Gen),4.3,laptop
2018,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"47,490","58,184",AMD Ryzen 5 Hexa Core Processor,4.3,laptop
2019,ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop,"39,990","59,990",Intel Core i5 Processor (10th Gen),4.5,laptop
2020,ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,"43,990","57,990",Intel Core i5 Processor (10th Gen),4.3,laptop
2021,ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thi...,"69,990","86,990",AMD Ryzen 7 Octa Core Processor,4.3,laptop
2022,ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB533WS Thi...,"55,990","80,990",Intel Core i5 Processor (11th Gen),4.3,laptop
2023,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"36,990","60,890",Intel Core i3 Processor (11th Gen),4.2,laptop
2024,ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV301WS Laptop,"29,990","46,990",Intel Core i3 Processor (10th Gen),0,laptop
2025,ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-E...,"33,990","45,990",Intel Core i3 Processor (10th Gen),4.3,laptop
2026,HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,"34,999","39,288",AMD Athlon Dual Core Processor,0,laptop
2027,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,"40,990","49,508",Intel Core i3 Processor (11th Gen),0,laptop
2028,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"55,990","70,990",Intel Core i5 Processor (10th Gen),4.4,laptop
2029,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"38,802","59,390",Intel Core i3 Processor (11th Gen),4.2,laptop
2030,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5410 Laptop,"63,640","80,000",Intel Core i5 Processor (11th Gen),0,laptop
2031,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"42,999","58,229",Intel Core i3 Processor (11th Gen),0,laptop
2032,ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzenâ„¢ 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ332...,"34,990","46,990",AMD Ryzen 3 Dual Core Processor,4.7,laptop
2033,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Laptop,"64,490","84,274",Intel Core i5 Processor (12th Gen),0,laptop
2034,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...","43,990","59,839",Intel Core i3 Processor (11th Gen),4.3,laptop
2035,acer Predator Helios 300 Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"1,39,990","1,79,999",Intel Core i9 Processor (12th Gen),0,laptop
2036,DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"42,990","55,442",Intel Core i3 Processor (10th Gen),4.2,laptop
2037,Lenovo IdeaPad 3 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop,"29,374","40,490",Intel Celeron Dual Core Processor,4.1,laptop
2038,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"36,990","44,427",Intel Core i3 Processor (11th Gen),0,laptop
2039,acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,"33,319","41,999",Intel Core i3 Processor (11th Gen),4.1,laptop
2040,ASUS Vivobook 15 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ332WS Thin and L...,"34,990","46,990",AMD Ryzen 3 Dual Core Processor,0,laptop
2041,ASUS Vivobook Pro 15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"62,990","82,990",AMD Ryzen 7 Octa Core Processor,0,laptop
2042,ASUS Vivobook Flip Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-LZ511WS 2 in 1 Lapto...,"79,990","98,990",Intel Core i5 Processor (12th Gen),0,laptop
2043,Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,"22,990","39,990",Intel Celeron Quad Core Processor,4.2,laptop
2044,ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB...,"60,990","71,990",AMD Ryzen 5 Hexa Core Processor,4.5,laptop
2045,DELL Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"40,690","55,476",AMD Ryzen 3 Dual Core Processor,4.4,laptop
2046,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) VOSTRO 3400 Notebook,"52,290","71,983",Intel Core i5 Processor (11th Gen),0,laptop
2047,ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,"55,990","80,990",Intel Core i5 Processor (11th Gen),4.3,laptop
2048,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop,"51,890","63,020",Intel Core i5 Processor (11th Gen),4.1,laptop
2049,ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302WS Laptop,"29,990","46,990",Intel Core i3 Processor (10th Gen),0,laptop
2050,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"76,990","99,880",Intel Core i5 Processor (11th Gen),4.2,laptop
2051,DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook,"32,990","44,319",Intel Pentium Silver Processor,4.1,laptop
2052,acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"67,990","88,999",Intel Core i5 Processor (12th Gen),0,laptop
2053,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop,"38,490","47,206",Intel Core i3 Processor (11th Gen),4.2,laptop
2054,HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq5010TU Thin and Light Laptop,"57,889","65,444",Intel Core i5 Processor (12th Gen),4.3,laptop
2055,ASUS VivoBook 15 (2022) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS T...,"39,990","54,990",Intel Core i3 Processor (11th Gen),4.3,laptop
2056,ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Lapto...,"35,990","50,990",Intel Core i3 Processor (11th Gen),4.2,laptop
2057,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"1,09,990","1,10,900",Apple M1 Processor,4.7,laptop
2058,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,"40,590","54,435",AMD Ryzen 3 Dual Core Processor,4.6,laptop
